ID,obs,FAC_sqkm,elev,d_slp20_m,ppt_sum_yr_m_0,ppt_yr_m_0,seg_slope_perc,STRAHLER,SumUpSlpLen_km
1529,Wet,15.7230491638184,254.70246887207,0.006439220846693,777.1015625,3.15574908256531,0.0068603515625,4,53.9124087907644
1530,Wet,7.73909997940064,289.862121582031,0.0041588214734236,757.118774414063,3.1256103515625,0.037506103515625,4,24.7364204397363
1533,Dry,33.7664756774902,334.247161865234,0.0140955245846276,775.579345703125,3.13996362686157,0.0180919899138882,4,123.106017035721
1546,Wet,39.0074501037598,319.913299560547,0.0358341249631046,859.32470703125,5.49429655075073,0.0342806955834958,5,158.811139125128
1624,Wet,4.77670001983643,470.488739013672,0.0004852294921875,684.759826660156,0.0414338186383247,-8.544921875e-05,4,24.1373278616352
1626,Wet,6.31409978866577,438.086578369141,0.0350067138671875,715.603759765625,0.432148456573486,0.034674072265625,4,29.534132055465
1631,Wet,5.62362480163574,434.666931152344,0.0342135750758921,704.90576171875,0.635077834129334,0.0072509765625,4,28.7635328944273
1727,Wet,24.0606498718262,389.996917724609,0.0006168707838999,1357.64636230469,2.33328819274902,-0.0082993551060131,5,97.2572392412379
1728,Wet,9.68764972686768,294.140472412109,0.0029933401972848,911.28662109375,2.06882214546204,-0.002752685546875,4,43.1824451255336
1730,Dry,3.82550001144409,220.05012512207,0.322845458984375,764.277038574219,1.58916401863098,0.0140472412109375,4,15.0353530462747
1731,Wet,16.4929504394531,249.487197875977,0.0589541385645998,823.083068847656,1.76010048389435,-0.006756591796875,5,86.2288051933969
1735,Wet,18.8767242431641,268.105438232422,0.031940760179474,888.234069824219,2.37799215316772,0.111016282575131,5,91.8645315052834
2352,Wet,0.167674988508224,1143.57458496094,0.139756626778639,524.067810058594,0.0,1.010888671875,1,0.460835613323005
2362,Dry,7.46502494812012,785.638977050781,0.0399701930059746,517.242309570313,0.0,0.031937195935776,4,22.5992434845794
2363,Wet,23.8276500701904,764.076293945313,0.0122915045979851,514.178527832031,0.0,0.02093505859375,5,73.944198770632
2364,Wet,23.8321495056152,763.677185058594,0.054825654998581,514.160766601563,0.0,0.272665968220332,5,73.9656736960161
2368,Dry,4.41295003890991,725.911743164063,0.0668040721056214,500.520385742188,0.0,0.0498824473818512,1,14.504485680018
2369,Dry,4.41524982452393,725.470397949219,0.117822357979282,500.666290283203,0.0,0.101508493028304,1,14.5165938698576
2370,Wet,37.7443237304688,636.994140625,0.0359422929396138,524.438354492188,0.0,0.0182128333579695,5,124.997324709723
2426,Dry,7.16177463531494,721.037353515625,0.0048995720458936,544.604797363281,0.0,-0.00499773958022,3,21.4846055741409
2431,Wet,5.89177465438843,432.427642822266,0.0691148093862957,482.642547607422,0.0,0.0336980575495323,3,13.8321097076758
